n,lam,beta,<H1>,<-err,\int_0^{beta} \dtau <H1(tau)H1>,<--std,\int_0^{beta} \dtau tau <H1(tau)H1>,<--std,\int_0^{beta/2} \dtau tau <H1(tau)H1>,<--std,rng,Tsteps,steps,stepsPerMeasurement,<sign>,<--std,<q>,qmax,time (s)
2,0.5050251256281406,5.0,-0.02238,0.000774688952,0.132374598,0.00446407927,0.330957046,0.0111611447,0.0662091338,0.00243990587,1370102282,20000000,1000000,10,1,0,0.1306,6,14.84
2,0.5201005025125629,5.0,-0.02686,0.000988773123,0.16511017,0.00538367516,0.41275488,0.0134585658,0.0846816665,0.00295556726,1370102282,20000000,1000000,10,1,0,0.1361,6,14.83
2,0.5351758793969847,5.0,-0.02882,0.000986062715,0.174134922,0.00580740672,0.435316764,0.0145180452,0.0895624284,0.00325350444,1370102282,20000000,1000000,10,1,0,0.13952,6,14.87
2,0.550251256281407,5.0,-0.0313,0.00102500857,0.200125374,0.00599078969,0.500292899,0.0149771579,0.106024322,0.0033156965,1370102282,20000000,1000000,10,1,0,0.14144,6,14.82
2,0.5653266331658289,5.0,-0.03458,0.0010149952,0.221836478,0.00581754403,0.554591195,0.0145438601,0.117652573,0.00323478383,1370102282,20000000,1000000,10,1,0,0.14666,6,14.89
2,0.5804020100502512,5.0,-0.0389,0.00117416979,0.255738513,0.0071234194,0.639325758,0.0178101814,0.13841469,0.00399158565,1370102282,20000000,1000000,10,1,0,0.14678,6,14.88
2,0.5954773869346734,5.0,-0.0408,0.00111319216,0.269345151,0.00671085668,0.673301324,0.0167806842,0.145976829,0.00378682372,1370102282,20000000,1000000,10,1,0,0.1518,6,14.83
2,0.6105527638190953,5.0,-0.04408,0.00118041855,0.30536598,0.0076034739,0.763394439,0.0190080791,0.167867577,0.00439928321,1370102282,20000000,1000000,10,1,0,0.15434,6,14.92
2,0.6256281407035176,5.0,-0.05202,0.00122592412,0.36249035,0.00814022983,0.90620537,0.0203495257,0.200682111,0.00472578781,1370102282,20000000,1000000,10,1,0,0.15926,6,14.96
2,0.6407035175879394,5.0,-0.05546,0.00119854061,0.395431465,0.00778762857,0.988543391,0.0194690212,0.221125089,0.00445303117,1370102282,20000000,1000000,10,1,0,0.1652,6,14.97
2,0.6557788944723617,5.0,-0.061,0.00128850338,0.441477056,0.0087784896,1.10369264,0.021946224,0.248886479,0.00515498622,1370102282,20000000,1000000,10,1,0,0.1663,6,13.63
2,0.670854271356784,5.0,-0.06772,0.00141705277,0.504972658,0.00959538556,1.26237019,0.0239873635,0.287270907,0.0055623162,1370102282,20000000,1000000,10,1,0,0.16954,6,13.85
2,0.6859296482412058,5.0,-0.07622,0.00144984641,0.570546537,0.010015959,1.42636634,0.0250398974,0.326039335,0.00581328178,1370102282,20000000,1000000,10,1,0,0.17486,4,13.63
2,0.7010050251256281,5.0,-0.08562,0.00151633091,0.653806164,0.0106237918,1.63451541,0.0265594794,0.376221931,0.00623897495,1370102282,20000000,1000000,10,1,0,0.1799,4,13.66
2,0.71608040201005,5.0,-0.09872,0.00156205199,0.764172975,0.011644818,1.91043244,0.0291120451,0.442485253,0.00691605831,1370102282,20000000,1000000,10,1,0,0.19088,6,13.71
2,0.7311557788944723,5.0,-0.1074,0.00159899567,0.842067405,0.0118381987,2.10514806,0.0295951984,0.488960585,0.00699397888,1370102282,20000000,1000000,10,1,0,0.19928,6,13.53
2,0.7462311557788945,5.0,-0.12286,0.0016904176,0.977728887,0.0125682343,2.44436309,0.031415971,0.571601078,0.00741597289,1370102282,20000000,1000000,10,1,0,0.20516,6,13.51
2,0.7613065326633164,5.0,-0.1343,0.00175692548,1.08926527,0.0134307857,2.72316317,0.0335769642,0.639656002,0.00800491308,1370102282,20000000,1000000,10,1,0,0.21122,4,13.74
2,0.7763819095477387,5.0,-0.15116,0.00195332525,1.23984192,0.0151457501,3.0996048,0.0378643752,0.731452796,0.00909114416,1370102282,20000000,1000000,10,1,0,0.22036,4,13.6
2,0.7914572864321605,5.0,-0.16826,0.00179319598,1.39579195,0.0142574584,3.48947988,0.035643646,0.827013967,0.00860592993,1370102282,20000000,1000000,10,1,0,0.22486,4,13.66
2,0.8065326633165828,5.0,-0.1869,0.00219207224,1.56976249,0.0174190739,3.92440621,0.0435476848,0.93361771,0.0104410716,1370102282,20000000,1000000,10,1,0,0.23156,4,13.65
2,0.8216080402010051,5.0,-0.21236,0.00227155485,1.80113197,0.0186567307,4.50282992,0.0466418268,1.07505075,0.0112895031,1370102282,20000000,1000000,10,1,0,0.23878,4,13.67
2,0.8366834170854269,5.0,-0.23222,0.00231041956,1.99216224,0.0184964772,4.98040559,0.0462411931,1.19308561,0.0111107473,1370102282,20000000,1000000,10,1,0,0.24832,4,13.59
2,0.8517587939698492,5.0,-0.26542,0.00246038786,2.30241936,0.0203610736,5.75604841,0.0509026841,1.38286732,0.012325804,1370102282,20000000,1000000,10,1,0,0.25968,6,13.61
2,0.8668341708542711,5.0,-0.2931,0.00238139543,2.56141994,0.0197853625,6.40354985,0.0494634062,1.54204077,0.0119825537,1370102282,20000000,1000000,10,1,0,0.26528,6,13.45
2,0.8819095477386933,5.0,-0.32316,0.00258619629,2.85680527,0.0223785209,7.14201318,0.0559463021,1.72583638,0.0137004104,1370102282,20000000,1000000,10,1,0,0.27056,6,13.59
2,0.8969849246231156,5.0,-0.36588,0.00272385387,3.27035483,0.0235126982,8.17588707,0.0587817456,1.98228777,0.0143518242,1370102282,20000000,1000000,10,1,0,0.27506,6,13.44
2,0.9120603015075375,5.0,-0.40812,0.00251618504,3.66686337,0.0218299334,9.16715843,0.0545748336,2.22596964,0.0133892433,1370102282,20000000,1000000,10,1,0,0.28416,6,13.53
2,0.9271356783919598,5.0,-0.45422,0.0027432953,4.1136361,0.0244609481,10.2839892,0.061147884,2.50336269,0.0150875179,1370102282,20000000,1000000,10,1,0,0.29376,6,13.26
2,0.9422110552763816,5.0,-0.49738,0.0028742281,4.52179137,0.0256402807,11.3044784,0.0641007018,2.75447883,0.0158176973,1370102282,20000000,1000000,10,1,0,0.30824,6,13.08
2,0.9572864321608039,5.0,-0.54776,0.00286915629,5.01100642,0.026224042,12.527516,0.0655594219,3.05788096,0.016273714,1370102282,20000000,1000000,10,1,0,0.31138,6,12.89
2,0.9723618090452262,5.0,-0.6053,0.00324118204,5.57355089,0.0295368072,13.9338772,0.073842018,3.40777583,0.0182326833,1370102282,20000000,1000000,10,1,0,0.32268,6,12.69
2,0.987437185929648,5.0,-0.66062,0.00302951717,6.11303883,0.0271992334,15.2825971,0.0679980834,3.74268798,0.0167763305,1370102282,20000000,1000000,10,1,0,0.32744,6,12.51
2,1.0025125628140703,5.0,-0.7174,0.00305507675,6.68658854,0.0276595794,16.7164914,0.0691501117,4.10244401,0.0171212905,1370102282,20000000,1000000,10,1,0,0.32928,6,12.28
2,1.0175879396984921,5.0,-0.78546,0.00332804102,7.35220068,0.0300869689,18.3805217,0.0752183439,4.51613883,0.0185801726,1370102282,20000000,1000000,10,1,0,0.33122,6,12.44
2,1.0326633165829144,5.0,-0.8524,0.00302959963,8.01601316,0.0293776266,20.0400329,0.0734440665,4.93059388,0.0184427357,1370102282,20000000,1000000,10,1,0,0.33778,6,12.67
2,1.0477386934673367,5.0,-0.91674,0.00305365171,8.64572304,0.0292940429,21.6143729,0.0732327099,5.32197016,0.0183342032,1370102282,20000000,1000000,10,1,0,0.3443,8,12.66
2,1.0628140703517586,5.0,-0.98548,0.00340609517,9.32530445,0.0339351838,23.3132412,0.0848383554,5.74579281,0.0214069059,1370102282,20000000,1000000,10,1,0,0.34462,6,12.76
2,1.0778894472361809,5.0,-1.05066,0.00318975796,9.9771303,0.0307323293,24.9428655,0.0768262335,6.15340124,0.0192784084,1370102282,20000000,1000000,10,1,0,0.34874,6,13.01
2,1.0929648241206027,5.0,-1.11288,0.00297587731,10.6035493,0.0297752802,26.5089129,0.0744362144,6.54610425,0.0187860715,1370102282,20000000,1000000,10,1,0,0.34714,6,12.98
2,1.108040201005025,5.0,-1.18272,0.00342187717,11.2941904,0.0340596438,28.2354563,0.0851474447,6.97665773,0.0214623287,1370102282,20000000,1000000,10,1,0,0.35152,8,13.17
2,1.1231155778894473,5.0,-1.24534,0.00300774395,11.9241043,0.030884289,29.8103001,0.0772050219,7.37166868,0.019622588,1370102282,20000000,1000000,10,1,0,0.34602,6,13.13
2,1.1381909547738691,5.0,-1.30914,0.00298870726,12.5699902,0.0307955932,31.4249951,0.0769874007,7.77652852,0.0195827028,1370102282,20000000,1000000,10,1,0,0.34344,6,13.1
2,1.1532663316582914,5.0,-1.3671,0.00291353992,13.1585704,0.03003124,32.896426,0.0750781,8.14602429,0.0190926041,1370102282,20000000,1000000,10,1,0,0.3407,6,13.28
2,1.1683417085427132,5.0,-1.42164,0.00308117122,13.7144321,0.0324998611,34.2860803,0.0812497613,8.49524845,0.0207387125,1370102282,20000000,1000000,10,1,0,0.33848,6,13.17
2,1.1834170854271355,5.0,-1.47652,0.00276080542,14.2665276,0.0288888141,35.6663189,0.0722201402,8.84116052,0.0184529427,1370102282,20000000,1000000,10,1,0,0.33266,6,13.31
2,1.1984924623115578,5.0,-1.51972,0.00296683245,14.7195646,0.0307693331,36.7989309,0.0769200805,9.12800465,0.0195713485,1370102282,20000000,1000000,10,1,0,0.3276,6,13.32
2,1.2135678391959797,5.0,-1.56994,0.00293565288,15.2253358,0.0314123105,38.0633394,0.0785307763,9.44510558,0.0200781877,1370102282,20000000,1000000,10,1,0,0.32312,6,13.44
2,1.228643216080402,5.0,-1.61374,0.00253831079,15.6760696,0.0278478268,39.1901934,0.0696202735,9.72907555,0.0179347311,1370102282,20000000,1000000,10,1,0,0.31604,6,13.54
2,1.2437185929648238,5.0,-1.65176,0.00274359598,16.0643215,0.0298221715,40.1608606,0.0745541887,9.97343832,0.0191185424,1370102282,20000000,1000000,10,1,0,0.31042,6,13.23
2,1.258793969849246,5.0,-1.68396,0.00258223651,16.4044514,0.0281323602,41.0111286,0.0703309566,10.1891845,0.018063086,1370102282,20000000,1000000,10,1,0,0.30482,6,13.31
2,1.2738693467336684,5.0,-1.71548,0.00251802307,16.733329,0.0284925583,41.8333416,0.0712289589,10.3968428,0.0184157674,1370102282,20000000,1000000,10,1,0,0.29796,6,13.48
2,1.2889447236180902,5.0,-1.74528,0.00244318707,17.0428301,0.027448074,42.6071134,0.0686174398,10.5924612,0.0177090134,1370102282,20000000,1000000,10,1,0,0.29,6,13.3
2,1.3040201005025125,5.0,-1.77408,0.00242705103,17.3492203,0.0285296198,43.3730698,0.0713240429,10.7868744,0.0185381499,1370102282,20000000,1000000,10,1,0,0.28106,6,13.43
2,1.3190954773869343,5.0,-1.79496,0.00217266553,17.5761726,0.0253844779,43.9404506,0.0634582892,10.9315077,0.0165187313,1370102282,20000000,1000000,10,1,0,0.2707,6,13.38
2,1.3341708542713566,5.0,-1.81528,0.00216128922,17.7933797,0.0251693994,44.4834492,0.0629234985,11.0699061,0.0163407417,1370102282,20000000,1000000,10,1,0,0.2633,6,13.19
2,1.349246231155779,5.0,-1.83546,0.00211505257,18.0072888,0.0244322776,45.0182617,0.0610779576,11.2056289,0.0158550656,1370102282,20000000,1000000,10,1,0,0.25534,6,13.28
2,1.3643216080402008,5.0,-1.85036,0.00211996666,18.1697369,0.024061743,45.4243422,0.0601543576,11.3093867,0.0155562201,1370102282,20000000,1000000,10,1,0,0.24966,6,15.55
2,1.379396984924623,5.0,-1.86778,0.00187433694,18.3551429,0.0220848099,45.8878758,0.0552088997,11.4272728,0.0143650031,1370102282,20000000,1000000,10,1,0,0.2426,6,15.49
2,1.3944723618090453,5.0,-1.87802,0.00175620483,18.4729978,0.0209204596,46.182535,0.0522954935,11.5033931,0.013616848,1370102282,20000000,1000000,10,1,0,0.2352,6,15.42
2,1.4095477386934672,5.0,-1.89232,0.00169314422,18.6314399,0.0201933205,46.5785997,0.0504833013,11.604828,0.0131556408,1370102282,20000000,1000000,10,1,0,0.22406,4,15.45
2,1.4246231155778895,5.0,-1.90106,0.00181800058,18.7330381,0.0212274985,46.8325954,0.0530687461,11.6705563,0.0137723353,1370102282,20000000,1000000,10,1,0,0.2173,6,15.43
2,1.4396984924623113,5.0,-1.912,0.00162905349,18.8520566,0.0198611994,47.1301416,0.0496529984,11.7466005,0.0129579052,1370102282,20000000,1000000,10,1,0,0.2114,6,15.42
2,1.4547738693467336,5.0,-1.91808,0.00148771894,18.9221597,0.017670935,47.3053992,0.0441773374,11.792011,0.0114998116,1370102282,20000000,1000000,10,1,0,0.20762,6,15.38
2,1.4698492462311559,5.0,-1.92744,0.00138501214,19.0261386,0.0167473912,47.5653466,0.041868478,11.8586396,0.0109247998,1370102282,20000000,1000000,10,1,0,0.20184,6,15.36
2,1.4849246231155777,5.0,-1.93172,0.00135836188,19.0790495,0.0163298967,47.6976237,0.0408247418,11.8932644,0.0106431757,1370102282,20000000,1000000,10,1,0,0.1975,6,15.33
2,1.5,5.0,-1.93906,0.00122559124,19.1605241,0.0148041267,47.9013103,0.0370103167,11.945556,0.0096550694,1370102282,20000000,1000000,10,1,0,0.19148,6,15.16
2,-1.5,10.0,1.96098,0.00102721912,38.6121008,0.0267272161,193.060557,0.133628911,48.1529106,0.0347171568,1370102282,20000000,1000000,10,1,0,0.3922,6,18.33
2,-1.484924623115578,10.0,1.95904,0.00107411755,38.5390733,0.0274298406,192.695259,0.137146202,48.0529752,0.0355637746,1370102282,20000000,1000000,10,1,0,0.40494,6,18.2
2,-1.4698492462311559,10.0,1.95414,0.00113569397,38.4164356,0.0291072499,192.082178,0.145536249,47.8921651,0.0378003454,1370102282,20000000,1000000,10,1,0,0.41494,6,18.47
2,-1.4547738693467336,10.0,1.95322,0.00129244266,38.3520724,0.0339206477,191.760362,0.169603238,47.8007029,0.0441380632,1370102282,20000000,1000000,10,1,0,0.43106,6,18.62
2,-1.4396984924623115,10.0,1.94986,0.00120654241,38.2464466,0.0315862537,191.232399,0.157920028,47.658308,0.041181962,1370102282,20000000,1000000,10,1,0,0.44448,6,18.83
2,-1.4246231155778895,10.0,1.94656,0.00132381098,38.1440044,0.0343694364,190.719966,0.17187227,47.5198655,0.0447433766,1370102282,20000000,1000000,10,1,0,0.4556,6,18.87
2,-1.4095477386934674,10.0,1.94204,0.00131936214,38.0054853,0.0345520675,190.027427,0.172790397,47.3332008,0.0451085099,1370102282,20000000,1000000,10,1,0,0.47312,6,18.93
2,-1.3944723618090453,10.0,1.94078,0.0012976525,37.9281411,0.0343930408,189.641104,0.171935215,47.2229058,0.0449722124,1370102282,20000000,1000000,10,1,0,0.48706,6,19.04
2,-1.379396984924623,10.0,1.93258,0.00150533669,37.7221619,0.0386938444,188.611097,0.19345365,46.9522176,0.0504503068,1370102282,20000000,1000000,10,1,0,0.50228,6,19.21
2,-1.364321608040201,10.0,1.9293,0.00157899109,37.5998693,0.0399547136,187.99952,0.199774944,46.7833308,0.0520007196,1370102282,20000000,1000000,10,1,0,0.51728,6,19.22
2,-1.349246231155779,10.0,1.92474,0.00152519984,37.4516969,0.0386949413,187.25866,0.19348383,46.5811281,0.050444748,1370102282,20000000,1000000,10,1,0,0.53234,6,21.07
2,-1.3341708542713568,10.0,1.91412,0.00168911659,37.1776406,0.0434145345,185.888398,0.217028779,46.2204479,0.0566718341,1370102282,20000000,1000000,10,1,0,0.5556,8,19.48
2,-1.3190954773869348,10.0,1.90752,0.00169555241,36.9658052,0.0426010908,184.829341,0.212946607,45.9324229,0.0555688272,1370102282,20000000,1000000,10,1,0,0.57848,8,19.85
2,-1.3040201005025125,10.0,1.89718,0.00199169722,36.6826288,0.048690397,183.413342,0.24342736,45.5553495,0.0631729314,1370102282,20000000,1000000,10,1,0,0.6033,8,20.04
2,-1.2889447236180904,10.0,1.88772,0.00198083346,36.4030693,0.0491828423,182.015242,0.245896608,45.1790322,0.0640352712,1370102282,20000000,1000000,10,1,0,0.6303,8,20.11
2,-1.2738693467336684,10.0,1.87592,0.00212401983,36.0724083,0.0535516162,180.361858,0.267769748,44.7365295,0.0698811445,1370102282,20000000,1000000,10,1,0,0.65772,8,20.44
2,-1.2587939698492463,10.0,1.85948,0.0021713076,35.6363456,0.0535183807,178.181621,0.267588119,44.1595331,0.0696041428,1370102282,20000000,1000000,10,1,0,0.6926,8,20.62
2,-1.2437185929648242,10.0,1.84222,0.00218296766,35.1788225,0.0541253297,175.894113,0.270600852,43.5527179,0.07068216,1370102282,20000000,1000000,10,1,0,0.72642,8,20.95
2,-1.228643216080402,10.0,1.82126,0.00222753164,34.6741419,0.0548754375,173.370897,0.274376308,42.8926466,0.0715503497,1370102282,20000000,1000000,10,1,0,0.74692,8,21.18
2,-1.2135678391959799,10.0,1.80002,0.00246867898,34.1039478,0.0599476137,170.520008,0.299742381,42.1340551,0.0780395246,1370102282,20000000,1000000,10,1,0,0.78772,8,21.35
2,-1.1984924623115578,10.0,1.77414,0.00247327921,33.4253439,0.0607410388,167.12699,0.303675659,41.2368573,0.0794438566,1370102282,20000000,1000000,10,1,0,0.83196,8,21.65
2,-1.1834170854271358,10.0,1.739,0.00244555165,32.5983853,0.0567551963,162.992327,0.283737037,40.1615583,0.0738097596,1370102282,20000000,1000000,10,1,0,0.86646,8,21.9
2,-1.1683417085427137,10.0,1.70368,0.00268526965,31.7686728,0.0648055984,158.843476,0.324021848,39.0833995,0.0843513649,1370102282,20000000,1000000,10,1,0,0.89778,8,19.23
2,-1.1532663316582914,10.0,1.65824,0.00287427476,30.7236974,0.0663248553,153.618407,0.331619822,37.7319965,0.0857653644,1370102282,20000000,1000000,10,1,0,0.93608,8,20.14
2,-1.1381909547738693,10.0,1.61338,0.0027867123,29.6848098,0.0635046652,148.424244,0.317502964,36.3848001,0.0822617324,1370102282,20000000,1000000,10,1,0,0.96488,8,19.79
2,-1.1231155778894473,10.0,1.5538,0.00281601844,28.3681248,0.0646138456,141.840968,0.323055876,34.6955648,0.0838007011,1370102282,20000000,1000000,10,1,0,0.99632,8,20.04
2,-1.1080402010050252,10.0,1.48384,0.00277253773,26.8509428,0.0596203037,134.255042,0.298062235,32.7581402,0.0766033448,1370102282,20000000,1000000,10,1,0,1.0227,8,20.59
2,-1.0929648241206031,10.0,1.40396,0.00307752469,25.138776,0.0648488086,125.694145,0.324236024,30.5788198,0.0829712248,1370102282,20000000,1000000,10,1,0,1.05716,8,20.09
2,-1.0778894472361809,10.0,1.31526,0.00312075086,23.2944592,0.0652821024,116.472296,0.326393597,28.247136,0.0831671645,1370102282,20000000,1000000,10,1,0,1.07518,8,20.62
2,-1.0628140703517588,10.0,1.22812,0.00333309172,21.4698838,0.0641561063,107.350211,0.32078179,25.9355021,0.0807821752,1370102282,20000000,1000000,10,1,0,1.0931,8,20.18
2,-1.0477386934673367,10.0,1.12978,0.00286640393,19.4368013,0.0548804342,97.1847912,0.274384042,23.3710799,0.0697527083,1370102282,20000000,1000000,10,1,0,1.11566,8,20.06
2,-1.0326633165829147,10.0,1.02342,0.00311067833,17.3312702,0.0578581753,86.6557428,0.289372813,20.7419561,0.072745763,1370102282,20000000,1000000,10,1,0,1.10264,8,20.15
2,-1.0175879396984926,10.0,0.92496,0.00313728607,15.3861832,0.0532368269,76.9301333,0.266161363,18.3144205,0.0653072334,1370102282,20000000,1000000,10,1,0,1.10076,8,19.47
2,-1.0025125628140703,10.0,0.8146,0.00314408988,13.2705414,0.0514526804,66.3524742,0.25725988,15.6968613,0.062852242,1370102282,20000000,1000000,10,1,0,1.08084,8,19.42
2,-0.9874371859296482,10.0,0.7234,0.00323437858,11.5331162,0.0513842225,57.6658308,0.256899714,13.5478056,0.0623018253,1370102282,20000000,1000000,10,1,0,1.04084,10,19.22
2,-0.9723618090452262,10.0,0.62496,0.00320265853,9.74430012,0.0496956562,48.7215162,0.248530348,11.3651086,0.0595323564,1370102282,20000000,1000000,10,1,0,0.99492,8,19.66
2,-0.957286432160804,10.0,0.54194,0.00317920982,8.18034243,0.0461938323,40.9019996,0.23098739,9.44172896,0.0543670096,1370102282,20000000,1000000,10,1,0,0.9736,8,19.58
2,-0.9422110552763819,10.0,0.47158,0.00310214565,6.91873617,0.0434602704,34.593397,0.217295265,7.91208661,0.0508123968,1370102282,20000000,1000000,10,1,0,0.92996,8,19.96
2,-0.9271356783919599,10.0,0.40784,0.00303045744,5.78648175,0.0393838993,28.9328962,0.196959576,6.53995855,0.0449739761,1370102282,20000000,1000000,10,1,0,0.88196,8,19.68
2,-0.9120603015075377,10.0,0.34866,0.00300435053,4.76922515,0.0393395383,23.8466352,0.196652081,5.32000716,0.0448312122,1370102282,20000000,1000000,10,1,0,0.8439,8,19.26
2,-0.8969849246231156,10.0,0.30058,0.00289103558,3.96271734,0.035069531,19.8136483,0.175360514,4.36128819,0.0391953118,1370102282,20000000,1000000,10,1,0,0.7906,8,19.04
2,-0.8819095477386935,10.0,0.25128,0.00262667931,3.18682934,0.0307117423,15.9345398,0.153611459,3.45566942,0.0336267809,1370102282,20000000,1000000,10,1,0,0.74032,8,19.07
2,-0.8668341708542714,10.0,0.21786,0.00276751117,2.65585176,0.0309882532,13.2800673,0.154961724,2.83485182,0.0333431276,1370102282,20000000,1000000,10,1,0,0.6995,10,18.63
2,-0.8517587939698493,10.0,0.1875,0.00228162733,2.17786626,0.026247338,10.8890035,0.131231129,2.276389,0.0287884068,1370102282,20000000,1000000,10,1,0,0.66728,8,18.45
2,-0.8366834170854272,10.0,0.1647,0.00240599152,1.81735278,0.0252807585,9.08679988,0.126417471,1.85882404,0.0263405292,1370102282,20000000,1000000,10,1,0,0.64152,8,18.23
2,-0.8216080402010051,10.0,0.14362,0.00229386785,1.51086839,0.0234342835,7.55388668,0.117167609,1.5107081,0.0241984652,1370102282,20000000,1000000,10,1,0,0.60394,8,19.78
2,-0.8065326633165829,10.0,0.12894,0.00217430818,1.30007299,0.020900642,6.50049446,0.104492256,1.2755088,0.0211122328,1370102282,20000000,1000000,10,1,0,0.57354,8,19.55
2,-0.7914572864321608,10.0,0.11212,0.00190466095,1.07013492,0.0169495628,5.35054572,0.0847170064,1.02315293,0.0167907605,1370102282,20000000,1000000,10,1,0,0.54552,8,19.35
2,-0.7763819095477387,10.0,0.0991,0.0017690898,0.908427889,0.0154377302,4.5420112,0.0771492063,0.849582287,0.0150278205,1370102282,20000000,1000000,10,1,0,0.51462,8,19.1
2,-0.7613065326633166,10.0,0.0857,0.00164256876,0.744813002,0.013996548,3.72401119,0.0699936319,0.675686744,0.0135359963,1370102282,20000000,1000000,10,1,0,0.4948,8,18.77
2,-0.7462311557788945,10.0,0.07622,0.00151141786,0.629983682,0.0125944627,3.15008461,0.0629702195,0.553971457,0.0121462742,1370102282,20000000,1000000,10,1,0,0.47768,6,18.76
2,-0.7311557788944724,10.0,0.06794,0.00154407327,0.536956552,0.0117190623,2.68448576,0.0585635005,0.456978457,0.0106913522,1370102282,20000000,1000000,10,1,0,0.44888,6,18.48
2,-0.7160804020100503,10.0,0.06232,0.0015657191,0.468101312,0.0114569915,2.34041754,0.0572672605,0.385981456,0.0101124516,1370102282,20000000,1000000,10,1,0,0.43524,8,18.18
2,-0.7010050251256281,10.0,0.05556,0.0014287445,0.400209342,0.010373872,2.00118797,0.0518544415,0.319088349,0.0091805328,1370102282,20000000,1000000,10,1,0,0.4244,8,18.22
2,-0.6859296482412061,10.0,0.05082,0.00127475897,0.348157658,0.00888479735,1.74066423,0.0444124273,0.269420355,0.00760658937,1370102282,20000000,1000000,10,1,0,0.40582,6,18.05
2,-0.670854271356784,10.0,0.04718,0.00129681042,0.312224956,0.00839433306,1.56117178,0.0419726078,0.236578947,0.00698820687,1370102282,20000000,1000000,10,1,0,0.3913,6,17.96
2,-0.6557788944723618,10.0,0.04302,0.00127436826,0.274433582,0.00801643912,1.37205914,0.0400604525,0.200735918,0.00658805643,1370102282,20000000,1000000,10,1,0,0.37894,6,17.86
2,-0.6407035175879398,10.0,0.03822,0.00117218705,0.235768704,0.00714518508,1.17914172,0.035746888,0.166178352,0.00582769933,1370102282,20000000,1000000,10,1,0,0.3684,8,17.84
2,-0.6256281407035176,10.0,0.03598,0.00114376185,0.211674409,0.00668230561,1.05834351,0.0334107,0.144527328,0.00519864185,1370102282,20000000,1000000,10,1,0,0.35796,8,17.78
